ClientID,ClientName,Region,ClientStartDate,InvoiceMonth,ServiceTier_Contract,SLA_Tier,ContractType,BillingCycle,Premium_Support_Enabled,ServerCount_Committed,ServerCount_Actual_Avg,Data_Egress_TB,Products_Subscribed_Count,SupportTicketCount,Uptime_Percentage,CSAT_Score,Churned,BillingGap,Revenue_Anomaly,Seasonal_Anomaly,BilledAmount_INR
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2011-11-01,Standard,Gold,Flexible,Monthly,False,57,49,52.88,6,9,95.79,4.33,False,False,False,False,25700.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2011-12-01,Premium,Gold,Standard,Annual,False,20,13,56.4,3,8,95.58,1.43,False,False,False,False,7100.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-01-01,Standard,Bronze,Flexible,Annual,False,58,49,6.45,7,8,95.22,2.33,False,False,False,True,25900.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-02-01,Standard,Gold,Flexible,Annual,True,5,0,33.19,6,18,97.76,2.72,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-03-01,Premium,Bronze,Flexible,Monthly,False,43,36,21.87,9,13,99.87,4.0,False,False,False,False,19800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-04-01,Basic,Bronze,Flexible,Monthly,True,60,60,47.16,7,7,96.33,4.15,False,False,False,False,31400.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-05-01,Premium,Bronze,Standard,Quarterly,False,53,50,14.15,4,12,96.64,4.46,False,False,False,False,25800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-06-01,Standard,Silver,Flexible,Monthly,True,17,12,35.25,5,1,95.54,2.74,False,False,False,False,7000.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-07-01,Standard,Gold,Standard,Quarterly,False,13,11,3.62,7,0,97.6,4.23,False,False,False,False,6900.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-08-01,Standard,Bronze,Flexible,Quarterly,True,43,43,37.77,2,9,97.54,3.67,False,False,False,False,21900.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-09-01,Standard,Bronze,Flexible,Annual,False,44,39,37.32,5,12,97.74,1.0,False,False,False,False,20500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-10-01,Standard,Gold,Flexible,Quarterly,False,44,40,31.16,3,2,96.42,3.66,False,False,False,False,20600.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-11-01,Premium,Bronze,Flexible,Monthly,False,10,0,3.73,8,19,99.25,1.29,False,False,False,False,1600.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2012-12-01,Basic,Gold,Flexible,Quarterly,False,10,20,41.57,2,13,96.09,4.22,False,False,False,False,10400.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-01-01,Premium,Bronze,Flexible,Monthly,False,43,49,59.29,10,10,99.75,4.57,False,False,False,False,26500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-02-01,Premium,Gold,Flexible,Monthly,False,31,35,16.29,4,20,96.39,4.11,False,False,False,False,18300.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-03-01,Standard,Gold,Flexible,Monthly,True,21,28,5.75,3,7,96.92,1.61,False,False,False,False,14600.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-04-01,Basic,Silver,Flexible,Monthly,True,27,29,54.39,10,0,99.28,4.06,False,False,True,False,27652.01
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-05-01,Standard,Silver,Standard,Quarterly,True,28,33,2.71,6,12,98.62,4.36,False,False,False,False,17700.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-06-01,Standard,Silver,Standard,Monthly,False,9,13,11.72,5,12,96.64,2.82,False,False,False,False,7500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-07-01,Basic,Silver,Flexible,Monthly,False,48,55,4.07,6,7,98.25,4.12,False,False,False,False,28700.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-08-01,Premium,Bronze,Standard,Annual,True,9,14,40.5,10,6,97.33,2.02,False,False,False,False,9000.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-09-01,Premium,Gold,Standard,Monthly,False,7,15,2.52,5,18,98.39,4.83,False,False,False,False,8500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-10-01,Basic,Gold,Standard,Monthly,False,20,29,48.53,10,1,96.74,2.71,False,False,False,False,16500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-11-01,Basic,Silver,Flexible,Monthly,False,24,34,53.6,8,4,97.18,3.94,False,False,False,False,18600.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2013-12-01,Premium,Gold,Flexible,Quarterly,False,47,55,16.84,4,2,96.39,2.8,False,False,False,False,28300.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-01-01,Basic,Silver,Flexible,Monthly,False,23,21,21.08,10,8,97.78,3.07,False,False,False,False,12500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-02-01,Standard,Bronze,Flexible,Annual,False,29,19,6.49,4,12,98.46,2.22,False,False,False,False,10300.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-03-01,Standard,Silver,Flexible,Quarterly,False,18,17,15.83,2,6,96.58,3.97,False,False,False,False,8900.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-04-01,Basic,Gold,Flexible,Quarterly,False,49,55,36.21,2,6,96.48,2.44,False,False,False,False,27900.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-05-01,Basic,Bronze,Standard,Annual,True,9,19,52.24,8,3,99.36,3.3,False,False,False,False,11100.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-06-01,Basic,Bronze,Flexible,Quarterly,True,5,7,30.01,10,20,98.43,1.61,False,False,False,False,5500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-07-01,Basic,Bronze,Standard,Annual,False,39,48,47.65,4,16,96.9,4.63,False,False,False,False,24800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-08-01,Standard,Gold,Standard,Annual,False,7,3,37.91,5,2,95.79,1.7,False,True,True,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-09-01,Standard,Silver,Standard,Monthly,True,19,23,5.2,4,8,98.94,3.5,False,False,False,False,12300.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-10-01,Standard,Gold,Standard,Annual,True,18,12,5.21,3,9,97.98,4.3,False,False,False,False,6600.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-11-01,Standard,Silver,Flexible,Quarterly,False,32,36,5.75,1,13,98.67,3.41,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2014-12-01,Standard,Gold,Standard,Annual,False,37,28,46.02,3,15,97.59,2.77,False,False,False,False,14600.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-01-01,Premium,Bronze,Flexible,Quarterly,False,21,14,51.61,6,13,98.47,2.15,False,False,False,False,8200.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-02-01,Standard,Silver,Flexible,Quarterly,True,50,52,52.03,1,17,97.31,1.22,False,False,False,False,26200.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-03-01,Standard,Silver,Standard,Monthly,True,9,8,26.85,8,3,95.14,3.52,False,False,False,False,5600.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-04-01,Basic,Bronze,Flexible,Monthly,True,54,47,28.23,2,20,99.16,2.99,False,False,False,False,23900.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-05-01,Basic,Silver,Flexible,Monthly,False,10,12,12.25,10,16,98.73,1.55,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-06-01,Premium,Silver,Flexible,Monthly,True,20,28,35.22,8,4,97.23,2.94,False,False,False,False,15600.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-07-01,Basic,Silver,Standard,Annual,True,25,22,51.5,7,1,96.59,2.89,False,False,False,False,12400.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-08-01,Premium,Gold,Standard,Quarterly,False,9,15,57.96,6,3,99.37,2.76,False,False,False,False,8700.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-09-01,Standard,Silver,Standard,Monthly,False,17,17,37.77,7,20,95.4,2.31,False,False,False,False,9900.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-10-01,Premium,Gold,Flexible,Annual,True,5,2,38.24,5,7,98.73,2.74,False,False,False,False,2000.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-11-01,Premium,Silver,Standard,Annual,True,2,0,20.14,1,9,96.79,2.72,False,False,False,False,200.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2015-12-01,Standard,Bronze,Standard,Monthly,True,56,58,37.56,4,15,99.56,1.57,False,False,False,True,29800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-01-01,Basic,Silver,Flexible,Annual,False,5,9,56.77,10,9,98.19,2.7,False,False,False,True,6500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-02-01,Basic,Silver,Standard,Monthly,False,23,31,18.46,5,0,99.89,3.63,False,False,False,False,16500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-03-01,Standard,Gold,Standard,Annual,False,54,53,46.77,4,19,99.01,1.88,False,False,False,False,27300.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-04-01,Standard,Gold,Standard,Annual,True,41,51,3.33,8,1,97.9,3.93,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-05-01,Standard,Bronze,Standard,Monthly,False,57,58,32.32,5,5,96.28,4.3,False,False,False,False,30000.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-06-01,Standard,Silver,Standard,Quarterly,False,10,7,51.75,7,17,96.83,4.16,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-07-01,Standard,Gold,Flexible,Annual,False,41,42,7.39,4,15,95.13,4.54,False,False,False,False,21800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-08-01,Basic,Bronze,Flexible,Annual,False,27,20,9.25,1,9,99.98,1.46,False,False,False,False,10200.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-09-01,Basic,Silver,Flexible,Annual,False,10,13,39.64,8,19,97.04,4.81,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-10-01,Standard,Bronze,Flexible,Monthly,False,24,31,54.2,6,1,96.99,1.76,False,False,False,False,16700.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-11-01,Standard,Gold,Standard,Annual,False,2,0,47.42,4,4,98.93,1.82,False,False,False,False,800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2016-12-01,Standard,Bronze,Flexible,Monthly,False,39,29,17.36,3,4,97.7,4.19,False,False,False,True,15100.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-01-01,Basic,Bronze,Flexible,Monthly,True,4,0,44.76,9,3,98.73,2.9,False,False,False,True,1800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-02-01,Standard,Gold,Standard,Annual,False,56,62,18.8,1,1,99.99,4.39,False,False,False,False,31200.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-03-01,Standard,Silver,Standard,Monthly,False,10,2,8.45,10,20,97.93,3.85,False,False,False,False,3000.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-04-01,Basic,Gold,Flexible,Monthly,False,8,18,39.4,9,6,97.15,4.55,False,False,False,False,10800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-05-01,Basic,Gold,Standard,Quarterly,False,43,41,23.08,3,15,95.34,4.33,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-06-01,Standard,Bronze,Standard,Annual,False,36,36,40.53,7,11,99.37,4.76,False,False,False,False,19400.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-07-01,Basic,Silver,Flexible,Quarterly,True,33,29,10.13,8,7,99.24,2.4,False,False,False,False,16100.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-08-01,Basic,Bronze,Flexible,Annual,False,53,62,37.2,9,0,98.04,3.63,False,False,False,False,32800.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-09-01,Basic,Silver,Flexible,Quarterly,True,56,50,34.41,7,2,95.71,3.53,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-10-01,Basic,Silver,Flexible,Quarterly,True,20,20,46.83,10,19,95.42,1.21,False,False,False,False,12000.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-11-01,Standard,Silver,Flexible,Annual,False,39,43,25.44,4,16,95.57,2.72,False,False,False,False,22300.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2017-12-01,Standard,Gold,Flexible,Monthly,True,39,30,1.45,5,6,98.84,4.06,False,False,False,False,16000.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-01-01,Standard,Bronze,Flexible,Annual,False,33,40,50.17,6,2,96.99,3.97,False,False,False,True,21200.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-02-01,Basic,Silver,Flexible,Annual,False,19,12,24.9,6,5,99.01,3.47,False,False,False,False,7200.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-03-01,Basic,Bronze,Standard,Quarterly,False,34,26,24.35,5,10,96.11,4.12,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-04-01,Standard,Bronze,Flexible,Quarterly,False,53,63,49.09,4,3,95.73,1.79,False,False,False,False,32300.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-05-01,Standard,Bronze,Flexible,Quarterly,False,49,57,27.49,10,20,98.18,3.5,False,False,False,False,30500.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-06-01,Basic,Bronze,Flexible,Quarterly,False,51,49,35.89,6,16,95.37,2.85,False,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-07-01,Basic,Gold,Standard,Annual,False,25,29,35.24,1,14,99.55,3.29,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-08-01,Standard,Bronze,Flexible,Monthly,False,54,54,58.96,2,16,98.23,1.16,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-09-01,Standard,Gold,Standard,Quarterly,False,19,21,25.12,6,19,95.26,3.52,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-10-01,Standard,Silver,Flexible,Quarterly,False,43,52,52.52,6,2,97.91,1.57,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-11-01,Standard,Silver,Standard,Annual,False,6,5,33.98,6,4,98.35,4.32,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2018-12-01,Standard,Gold,Flexible,Annual,False,24,23,11.64,4,10,99.74,2.95,True,False,False,True,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-01-01,Premium,Bronze,Standard,Annual,False,50,59,8.73,7,4,95.81,4.33,True,False,False,True,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-02-01,Standard,Silver,Flexible,Annual,False,29,38,17.81,8,7,97.67,2.24,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-03-01,Premium,Silver,Flexible,Quarterly,False,50,52,30.67,7,5,99.08,4.21,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-04-01,Standard,Silver,Standard,Annual,False,55,48,17.82,3,8,97.25,3.05,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-05-01,Premium,Silver,Flexible,Monthly,False,26,32,23.06,7,2,96.87,1.11,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-06-01,Standard,Bronze,Standard,Monthly,True,54,59,42.07,3,15,97.24,1.02,True,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-07-01,Premium,Gold,Flexible,Monthly,False,16,15,8.19,4,13,98.19,3.49,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-08-01,Standard,Gold,Standard,Annual,False,16,10,18.19,1,19,96.76,3.28,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-09-01,Standard,Silver,Standard,Annual,False,51,57,33.69,7,15,95.22,2.55,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-10-01,Basic,Bronze,Flexible,Monthly,False,41,34,46.52,6,4,95.22,3.18,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-11-01,Standard,Silver,Flexible,Annual,True,9,1,43.25,8,1,96.47,1.18,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2019-12-01,Premium,Gold,Flexible,Annual,False,3,13,12.28,6,1,99.33,2.33,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-01-01,Standard,Silver,Flexible,Monthly,False,32,33,55.53,9,8,99.01,3.91,True,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-02-01,Standard,Silver,Standard,Monthly,False,19,18,27.31,7,5,98.45,2.41,True,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-03-01,Basic,Silver,Flexible,Annual,False,4,0,40.6,7,11,97.57,4.0,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-04-01,Premium,Gold,Flexible,Monthly,True,16,26,22.61,7,18,95.16,1.61,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-05-01,Standard,Bronze,Standard,Annual,False,21,31,17.44,2,0,98.68,3.0,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-06-01,Basic,Silver,Flexible,Monthly,False,19,24,12.81,3,2,97.26,4.59,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-07-01,Standard,Silver,Flexible,Annual,True,35,34,53.59,3,20,95.87,2.45,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-08-01,Standard,Bronze,Flexible,Monthly,False,37,38,28.58,9,4,98.06,1.34,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-09-01,Standard,Gold,Flexible,Quarterly,False,5,0,58.37,2,14,97.33,3.07,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-10-01,Standard,Gold,Standard,Monthly,False,59,50,50.05,9,4,96.52,1.65,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-11-01,Premium,Gold,Flexible,Monthly,True,41,48,17.19,5,19,97.67,3.01,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2020-12-01,Basic,Gold,Flexible,Annual,True,56,46,5.79,10,8,98.26,4.07,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-01-01,Standard,Silver,Flexible,Quarterly,True,52,54,18.55,2,1,95.79,2.66,True,False,False,True,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-02-01,Premium,Silver,Flexible,Quarterly,True,24,30,34.14,6,7,97.33,2.07,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-03-01,Basic,Silver,Flexible,Monthly,False,58,53,49.0,10,10,95.95,1.64,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-04-01,Premium,Silver,Standard,Monthly,False,33,37,58.03,4,18,96.76,1.2,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-05-01,Standard,Silver,Flexible,Annual,True,7,10,8.9,5,11,98.82,2.46,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-06-01,Basic,Gold,Flexible,Monthly,False,29,36,17.5,10,19,95.59,4.9,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-07-01,Basic,Silver,Standard,Monthly,False,26,32,3.38,1,4,98.57,4.22,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-08-01,Premium,Bronze,Flexible,Annual,False,26,35,44.62,5,18,96.68,4.31,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-09-01,Basic,Bronze,Flexible,Quarterly,False,27,35,19.15,1,19,97.37,4.87,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-10-01,Standard,Gold,Standard,Annual,False,34,44,43.55,7,4,99.11,1.97,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-11-01,Basic,Silver,Flexible,Quarterly,True,45,41,25.21,10,15,99.36,3.94,True,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2021-12-01,Basic,Silver,Flexible,Annual,False,12,16,54.82,6,17,96.77,4.09,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2022-01-01,Standard,Bronze,Standard,Quarterly,False,15,14,46.5,4,15,96.59,2.4,True,False,False,True,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2022-02-01,Basic,Gold,Flexible,Quarterly,False,50,44,18.14,5,2,96.73,2.77,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2022-03-01,Basic,Gold,Flexible,Annual,False,9,2,37.32,10,7,96.21,3.68,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2022-04-01,Basic,Silver,Flexible,Annual,False,44,38,1.31,9,5,97.03,4.74,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2022-05-01,Basic,Silver,Flexible,Quarterly,False,59,51,39.49,4,17,98.69,4.4,True,True,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2022-06-01,Standard,Bronze,Standard,Quarterly,False,12,11,52.73,1,9,97.84,1.43,True,False,False,False,0.0
NEX-1000,"Rodriguez, Figueroa and Sanchez",APAC,2011-01-01,2022-07-01,Premium,Gold,Flexible,Monthly,False,30,28,12.38,2,10,95.81,2.84,True,False,False,False,0.0
